Date,Close/Last,Volume,Open,High,Low
06/16/2022,86.57,33684,86.82,87.2341,85.97
06/15/2022,89.48,47261,88.69,90.0199,88.31
06/14/2022,87.92,142331,86.82,88.10,86.50
06/13/2022,85.25,94223,86.64,86.94,84.81
06/10/2022,88.73,37379,89.72,89.72,88.25
06/09/2022,88.55,23741,89.93,90.39,88.43
06/08/2022,91.97,353240,90.54,92.24,90.35
06/07/2022,89.4793,56224,87.97,89.5799,87.97
06/06/2022,87.93,240110,88.65,89.40,87.75
06/03/2022,86.16,91999,86.88,86.88,85.8361
06/02/2022,87.28,465067,85.54,87.37,85.5085
06/01/2022,85.25,117505,86.50,86.61,84.73
05/31/2022,86.10,123216,86.81,86.95,85.66
05/27/2022,83.32,28146,82.97,83.41,82.37
05/26/2022,82.95,98137,81.02,83.23,80.92
05/25/2022,80.44,20310,80.28,80.54,79.75
05/24/2022,79.50,55139,80.79,80.79,79.20
05/23/2022,82.55,17308,82.62,82.798,82.01
05/20/2022,82.41,80747,83.24,83.29,81.48
05/19/2022,82.23,36694,80.99,82.65,80.99
05/18/2022,80.30,36595,81.66,82.13,80.18
05/17/2022,82.69,166811,82.88,83.4595,81.75
05/16/2022,80.27,67049,80.02,80.86,80.00
05/13/2022,80.41,49376,78.73,80.67,78.73
05/12/2022,77.72,89395,77.31,78.43,76.39
05/11/2022,77.52,36157,79.07,79.57,77.29
05/10/2022,77.5553,198828,78.52,78.52,76.76
05/09/2022,76.67,123322,77.65,78.24,76.31
05/06/2022,79.21,100454,80.23,80.39,78.99
05/05/2022,81.26,68879,83.08,83.13,80.79
05/04/2022,85.04,943970,83.71,85.1899,82.78
05/03/2022,85.29,81976,85.16,85.54,84.77
05/02/2022,84.13,83411,83.27,84.32,83.04
04/29/2022,83.80,94840,85.64,85.81,83.80
04/28/2022,81.33,129721,81.04,81.34,79.96
04/27/2022,80.37,132418,79.48,81.0635,79.48
04/26/2022,77.75,126923,78.79,78.84,77.67
04/25/2022,79.44,78048,78.21,79.44,77.88
04/22/2022,81.23,61097,81.58,82.92,81.04
04/21/2022,80.69,40111,82.91,83.05,80.51
04/20/2022,83.57,27260,85.26,85.26,83.53
04/19/2022,86.10,41071,85.29,86.17,84.76
04/18/2022,86.67,53389,86.55,87.05,85.70
04/14/2022,87.24,35745,87.76,87.9065,87.24
04/13/2022,87.93,24820,86.75,88.05,86.59
04/12/2022,86.66,17330,87.65,87.93,86.46
04/11/2022,86.46,80465,87.01,87.70,86.42
04/08/2022,88.85,73406,88.86,89.47,88.61
04/07/2022,88.61,23122,89.35,89.35,87.9964
04/06/2022,90.14,33155,90.67,90.67,89.4201
04/05/2022,91.37,73006,93.21,93.21,91.13
04/04/2022,93.50,550428,92.80,93.76,92.1493
04/01/2022,91.05,34294,92.01,92.18,90.39
03/31/2022,88.115,52359,89.86,89.9385,88.0201
03/30/2022,90.85,76018,90.86,92.12,90.70
03/29/2022,90.53,75185,91.01,91.43,90.19
03/28/2022,89.09,74315,88.70,89.42,88.12
03/25/2022,88.22,83109,87.95,88.46,87.36
03/24/2022,90.17,242560,90.02,90.43,88.83
03/23/2022,90.73,120039,89.99,92.38,89.30
03/22/2022,91.35,92549,90.97,92.03,90.50
03/21/2022,88.38,167577,89.11,89.46,87.22
03/18/2022,91.68,1253028,87.80,92.65,87.77
03/17/2022,87.83,75031,87.80,88.04,86.00
03/16/2022,90.86,1240727,85.11,91.22,83.90
03/15/2022,75.92,2914328,74.58,77.23,73.8907
03/14/2022,77.31,235712,79.99,79.99,76.99
03/11/2022,82.85,99155,86.36,86.36,82.71
03/10/2022,85.85,83325,86.88,86.88,85.63
03/09/2022,89.21,66891,88.45,89.40,88.23
03/08/2022,87.87,132651,88.59,89.095,87.03
03/07/2022,89.02,131941,90.40,91.2699,89.02
03/04/2022,92.32,92875,93.13,93.77,92.05
03/03/2022,94.29,31319,96.31,96.31,94.25
03/02/2022,96.79,59533,97.39,97.40,95.89
03/01/2022,97.60,662234,97.27,98.03,96.96
02/28/2022,97.44,51656,96.68,97.65,96.371
02/25/2022,98.16,42197,97.57,98.26,96.37
02/24/2022,97.62,677651,94.85,97.85,94.75
02/23/2022,98.35,74468,100.29,100.29,98.31
02/22/2022,99.27,60626,99.53,100.1587,99.00
02/18/2022,101.94,14960,102.45,102.45,101.55
02/17/2022,103.49,58085,104.03,104.66,103.23
02/16/2022,104.27,29151,103.43,104.6608,103.41
02/15/2022,103.99,68918,102.90,104.01,102.90
02/14/2022,101.65,18863,101.98,102.1434,101.17
02/11/2022,102.64,34651,104.01,104.41,102.45
02/10/2022,104.71,35962,103.85,105.89,103.85
02/09/2022,105.29,49587,104.51,105.29,104.09
02/08/2022,103.31,52315,101.81,103.31,101.81
02/07/2022,101.92,15150,102.06,102.36,101.7385
02/04/2022,102.77,15321,101.98,102.9473,101.67
02/03/2022,102.22,94059,102.08,102.96,101.71
02/02/2022,102.87,56911,104.03,104.03,102.06
02/01/2022,103.37,63769,103.25,103.69,102.30
01/31/2022,102.81,70564,100.07,103.02,100.02
01/28/2022,98.86,84837,98.19,98.99,96.9506
01/27/2022,99.125,110296,100.37,100.44,99.10
01/26/2022,101.21,1977213,103.21,103.8999,101.0908
01/25/2022,102.68,35873,102.18,103.2571,101.91
01/24/2022,103.43,69181,103.23,103.45,101.0402
01/21/2022,104.56,357367,106.42,106.65,104.385
01/20/2022,106.44,54172,107.69,108.45,106.40
01/19/2022,104.28,247716,104.69,105.04,104.19
01/18/2022,103.90,52344,103.11,104.38,102.5701
01/14/2022,104.79,22988,104.51,105.18,103.96
01/13/2022,103.89,37333,105.74,105.74,103.89
01/12/2022,107.35,709646,106.54,107.52,105.95
01/11/2022,104.79,353083,102.99,104.8844,102.99
01/10/2022,102.72,61105,102.82,102.87,101.73
01/07/2022,102.21,58910,101.79,102.863,101.585
01/06/2022,101.01,156703,100.23,101.4661,99.80
01/05/2022,99.52,151922,100.49,101.80,99.52
01/04/2022,102.04,260648,102.93,102.93,101.56
01/03/2022,103.67,289308,103.39,103.7711,102.2134
12/31/2021,103.25,46596,103.42,104.36,103.24
12/30/2021,103.85,144647,100.67,104.4921,100.60
12/29/2021,100.57,142083,101.09,101.09,99.83
12/28/2021,102.09,103129,102.75,102.75,101.99
12/27/2021,103.11,113898,102.85,103.9743,102.85
12/23/2021,103.53,35879,102.58,103.8151,102.2376
12/22/2021,102.67,233380,102.04,102.77,101.76
12/21/2021,102.84,155954,101.20,102.98,101.20
12/20/2021,100.13,117232,100.43,100.5977,99.60
12/17/2021,103.33,161165,102.40,103.76,101.99
12/16/2021,104.33,135073,105.45,106.34,104.21
12/15/2021,104.05,75000,104.81,104.81,102.75
12/14/2021,106.35,50534,105.36,106.46,105.19
12/13/2021,106.62,253497,107.48,107.48,106.05
12/10/2021,108.35,129582,107.97,108.50,107.7277
12/09/2021,108.30,107490,108.38,109.31,108.00
12/08/2021,108.15,1521449,107.66,108.82,107.30
12/07/2021,107.55,84120,107.38,107.84,107.00
12/06/2021,105.90,82839,104.00,105.90,103.1947
12/03/2021,103.95,513717,106.51,106.63,103.46
12/02/2021,106.56,80629,107.29,107.845,105.85
12/01/2021,106.46,98024,108.26,108.769,106.24
11/30/2021,107.17,59324,107.50,108.10,106.40
11/29/2021,107.55,614070,108.79,108.79,107.40
11/26/2021,108.72,20728,108.65,109.36,107.6801
11/24/2021,111.17,13594,110.21,111.18,109.8047
11/23/2021,110.64,31456,111.13,111.735,110.34
11/22/2021,111.39,25328,112.24,112.33,110.89
11/19/2021,112.265,49090,112.50,113.04,112.12
11/18/2021,111.68,87657,112.45,112.45,111.10
11/17/2021,114.50,998606,115.68,115.68,113.87
11/16/2021,115.255,15694,115.13,115.3634,114.51
11/15/2021,114.07,15356,114.87,114.8921,113.9122
11/12/2021,114.99,11977,114.40,114.99,113.94
11/11/2021,114.89,58106,113.84,114.89,113.6997
11/10/2021,111.38,13925,111.37,112.30,110.845
11/09/2021,110.44,29535,110.95,111.37,110.15
11/08/2021,111.26,18630,110.95,111.38,110.55
11/05/2021,109.92,31866,111.35,111.35,109.65
11/04/2021,111.71,22141,112.84,113.17,111.49
11/03/2021,112.21,24073,111.76,112.40,111.28
11/02/2021,111.05,21852,111.75,111.9152,110.95
11/01/2021,114.24,42551,112.25,114.37,112.25
10/29/2021,112.60,36639,113.32,113.34,112.1501
10/28/2021,114.15,48349,113.61,114.15,113.02
10/27/2021,114.04,18727,114.36,115.22,114.04
10/26/2021,115.44,22465,117.28,117.28,115.3123
10/25/2021,117.86,52782,117.90,117.97,117.00
10/22/2021,117.54,13612,118.10,118.865,117.1725
10/21/2021,117.5664,21820,117.25,117.79,117.07
10/20/2021,117.84,35348,118.24,118.24,117.39
10/19/2021,117.80,15430,116.43,117.97,116.15
10/18/2021,114.83,20035,114.32,115.2779,114.32
10/15/2021,114.45,127180,113.87,114.9204,113.87
10/14/2021,113.52,19226,114.01,114.01,112.83
10/13/2021,114.14,35956,113.11,114.23,113.11
10/12/2021,111.71,14258,112.69,112.82,111.57
10/11/2021,112.40,32446,113.87,113.94,112.285
10/08/2021,112.90,11072,112.49,113.0729,112.15
10/07/2021,112.04,282044,110.44,112.53,110.44
10/06/2021,107.93,21526,106.68,108.2464,106.68
10/05/2021,108.12,28508,107.39,108.7043,107.39
10/04/2021,107.20,48288,108.11,108.14,106.4182
10/01/2021,109.35,25441,110.10,110.47,108.46
09/30/2021,110.45,38559,110.18,111.0599,109.885
09/29/2021,108.80,17911,109.83,110.1032,108.72
09/28/2021,110.15,29198,110.91,111.5015,109.54
09/27/2021,110.46,83688,109.47,110.7097,108.8703
09/24/2021,109.40,40944,109.66,109.94,109.11
09/23/2021,111.43,54961,111.12,111.57,110.79
09/22/2021,111.70,116810,111.02,112.62,110.78
09/21/2021,109.59,66331,109.40,109.6721,108.854
09/20/2021,108.07,473936,109.38,109.54,107.16
09/17/2021,112.79,72216,112.89,113.24,112.33
09/16/2021,111.80,45210,111.55,112.0805,111.01
09/15/2021,113.72,93334,113.47,113.78,112.51
09/14/2021,114.67,54670,115.39,115.67,114.50
09/13/2021,117.08,50685,116.94,117.63,116.185
09/10/2021,117.45,24075,118.85,119.23,117.25
09/09/2021,117.85,28175,117.09,118.2305,117.09
09/08/2021,118.69,19170,119.89,119.89,118.295
09/07/2021,120.37,41829,119.60,120.74,119.60
09/03/2021,117.15,917230,117.07,117.86,116.97
09/02/2021,117.58,61992,118.32,118.95,117.34
09/01/2021,118.15,68418,116.62,118.54,116.62
08/31/2021,115.62,45765,115.37,115.71,114.85
08/30/2021,113.29,77625,112.71,113.5212,111.76
08/27/2021,112.91,19562,112.93,113.07,112.48
08/26/2021,112.65,40537,113.37,113.81,112.61
08/25/2021,114.44,371192,114.56,114.7088,113.8701
08/24/2021,115.34,64247,113.81,115.3934,113.81
08/23/2021,110.86,43692,109.76,110.8812,109.20
08/20/2021,108.49,47390,108.29,109.5999,107.98
08/19/2021,109.06,118230,109.64,110.16,108.80
08/18/2021,111.70,47802,111.88,112.58,111.53
08/17/2021,110.88,233992,110.89,111.705,110.06
08/16/2021,114.06,47642,114.61,114.65,113.6299
08/13/2021,116.27,23319,116.44,116.44,115.79
08/12/2021,116.54,69188,117.11,117.11,116.28
08/11/2021,118.33,15719,119.10,119.10,117.8081
08/10/2021,117.80,13921,118.60,118.60,117.6249
08/09/2021,116.95,32963,116.16,117.3499,116.16
08/06/2021,115.01,57224,116.13,116.22,114.685
08/05/2021,116.38,34542,116.19,116.80,115.90
08/04/2021,117.57,66034,117.06,118.26,116.9301
08/03/2021,115.91,112430,115.94,115.99,115.15
08/02/2021,117.29,34979,116.89,117.8471,116.56
07/30/2021,115.74,252181,114.61,116.07,114.48
07/29/2021,116.37,472173,117.51,117.51,115.49
07/28/2021,116.80,330911,113.72,117.08,113.72
07/27/2021,110.39,215322,110.12,110.73,107.93
07/26/2021,115.00,312977,116.37,117.1162,114.89
07/23/2021,121.46,71948,122.44,122.44,120.5984
07/22/2021,125.63,10368,125.64,126.00,125.15
07/21/2021,125.40,45120,124.08,125.4999,124.08
07/20/2021,124.50,48988,123.75,124.7301,123.49
07/19/2021,124.49,45164,124.56,125.00,123.55
07/16/2021,126.22,19403,127.54,127.66,126.0593
07/15/2021,127.61,27393,127.60,128.09,127.00
07/14/2021,126.60,35397,127.71,127.82,126.37
07/13/2021,126.94,42704,126.75,127.67,126.555
07/12/2021,125.43,111143,125.35,125.9299,125.06
07/09/2021,125.77,48203,124.81,126.33,124.594
07/08/2021,122.96,285576,122.78,123.4199,122.0811
07/07/2021,126.10,420875,127.30,127.55,125.99
07/06/2021,126.32,57681,127.36,127.36,125.8701
07/02/2021,129.52,25923,129.62,129.64,129.08
07/01/2021,131.38,14442,132.68,132.76,130.84
06/30/2021,132.70,14880,132.51,132.8262,132.30
06/29/2021,133.74,34317,132.61,133.74,132.1468
06/28/2021,133.98,19108,133.67,134.4199,133.5926
06/25/2021,133.38,31150,132.92,133.52,132.69
06/24/2021,131.18,23517,130.48,131.39,130.45
06/23/2021,129.83,39704,129.67,130.58,129.26
06/22/2021,128.30,19937,128.21,128.3799,128.00
06/21/2021,129.12,35893,128.93,129.15,127.97
06/18/2021,129.58,15309,129.97,130.05,129.29
06/17/2021,129.88,40093,128.99,130.1794,128.99
06/16/2021,128.00,22323,128.99,129.39,127.7575
06/15/2021,130.04,29481,130.97,130.97,129.94
06/14/2021,131.88,40704,131.48,132.02,131.27
06/11/2021,131.62,52444,131.66,131.66,131.2301
06/10/2021,132.13,37200,131.16,132.34,131.16
06/09/2021,131.15,48668,131.59,132.18,131.15
06/08/2021,131.58,27300,131.65,131.7685,130.89
06/07/2021,132.29,31399,132.36,132.36,131.52
06/04/2021,133.33,17761,133.07,133.40,132.98
06/03/2021,132.23,370076,132.76,132.7922,132.00
06/02/2021,134.85,19446,134.84,134.95,134.32
06/01/2021,135.43,55214,135.69,135.69,134.64
05/28/2021,132.15,27368,131.38,132.30,131.32
05/27/2021,132.31,123598,132.05,132.38,131.43
05/26/2021,131.48,22530,131.63,131.9266,131.48
05/25/2021,131.07,57527,131.02,131.4893,130.80
05/24/2021,128.48,43793,128.10,128.895,128.08
05/21/2021,127.70,29837,129.02,129.38,127.70
05/20/2021,129.63,167103,128.89,130.10,128.89
05/19/2021,128.84,99030,127.42,129.00,127.40
05/18/2021,128.74,51616,128.43,129.42,128.25
05/17/2021,127.46,378875,126.88,127.6831,126.8416
05/14/2021,126.19,112398,125.00,126.47,124.67
05/13/2021,123.38,83338,125.67,125.67,123.09
05/12/2021,125.73,50157,127.09,127.49,125.2505
05/11/2021,127.03,249959,124.50,127.43,124.50
05/10/2021,126.61,196763,128.34,128.47,126.41
05/07/2021,129.76,31836,129.81,130.6543,129.57
05/06/2021,129.95,26602,129.99,130.3799,129.30
05/05/2021,129.88,22719,130.44,130.8274,129.88
05/04/2021,129.82,76579,130.96,130.96,129.00
05/03/2021,131.15,123289,131.67,132.35,131.09
04/30/2021,131.78,17344,131.97,132.56,131.12
04/29/2021,133.66,272534,134.76,134.76,132.59
04/28/2021,134.44,576649,134.45,134.83,134.05
04/27/2021,133.60,43452,133.34,133.895,133.34
04/26/2021,133.08,20008,132.35,133.145,132.29
04/23/2021,134.39,35739,133.55,134.52,133.55
04/22/2021,132.31,16044,131.93,133.14,131.865
04/21/2021,131.64,33191,130.20,131.75,130.00
04/20/2021,130.58,23449,131.62,131.97,130.05
04/19/2021,131.54,28856,132.19,132.19,130.89
04/16/2021,131.60,16467,131.64,131.73,130.88
04/15/2021,130.74,36362,130.83,131.08,130.51
04/14/2021,130.39,41879,131.64,131.88,130.26
04/13/2021,130.47,46733,129.69,130.69,129.68
04/12/2021,130.20,25711,130.10,130.47,129.5859
04/09/2021,130.44,46596,130.43,130.71,130.0501
04/08/2021,132.34,44155,132.61,132.65,132.115
04/07/2021,130.46,78851,130.32,130.9368,129.86
04/06/2021,134.19,54249,132.80,134.8923,132.58
04/05/2021,133.22,39366,133.61,133.61,132.80
04/01/2021,133.48,33099,133.92,133.92,132.71
03/31/2021,130.96,271073,130.08,131.14,129.95
03/30/2021,130.55,41856,129.34,130.5943,129.10
03/29/2021,129.38,21783,129.15,129.72,128.8001
03/26/2021,130.12,39043,128.12,130.50,126.83
03/25/2021,127.01,97116,126.76,128.05,126.4879
03/24/2021,126.98,125554,130.58,130.86,126.93
03/23/2021,132.56,24216,132.98,133.5382,132.35
03/22/2021,135.26,543524,135.65,136.1099,135.09
03/19/2021,136.00,57932,134.64,136.27,134.27
03/18/2021,135.15,25871,136.46,136.4699,135.01
03/17/2021,136.75,42554,135.04,137.17,133.52
03/16/2021,136.32,17403,135.77,136.80,135.77
03/15/2021,135.39,35863,134.23,135.39,133.93
03/12/2021,135.57,44788,134.95,135.75,134.59
03/11/2021,139.41,484894,137.76,139.61,137.0765
03/10/2021,133.50,246741,135.99,135.99,132.9906
03/09/2021,135.33,130369,133.33,136.00,133.33
03/08/2021,130.51,69598,132.65,133.122,130.3016
03/05/2021,136.68,626198,137.62,137.62,133.60
03/04/2021,136.07,81016,138.42,139.04,135.111
03/03/2021,140.36,176172,142.82,143.00,139.76
03/02/2021,140.93,61630,142.56,142.67,140.75
03/01/2021,143.82,29475,142.84,144.025,142.6133
02/26/2021,140.01,38647,140.07,140.7487,138.48
02/25/2021,141.33,25179,144.24,144.85,141.14
02/24/2021,144.29,107649,143.44,144.60,141.86
02/23/2021,147.29,48303,145.30,147.86,142.75
02/22/2021,147.02,139846,148.70,149.0619,147.02
02/19/2021,153.36,37792,153.68,154.1799,153.04
02/18/2021,151.87,39230,151.30,152.17,150.069
02/17/2021,155.61,49360,155.80,156.2858,154.66
02/16/2021,154.78,84492,155.51,156.065,154.765
02/12/2021,154.50,31645,153.80,155.135,152.58
02/11/2021,154.28,161837,154.12,155.17,153.96
02/10/2021,152.16,45955,153.17,153.55,151.62
02/09/2021,150.98,37327,149.08,151.35,149.08
02/08/2021,147.98,115096,147.85,148.40,147.61
02/05/2021,147.34,245420,147.45,147.71,146.59
02/04/2021,146.75,445861,147.32,147.32,146.26
02/03/2021,147.03,85067,147.40,148.0195,147.00
02/02/2021,146.37,331690,146.38,146.38,145.26
02/01/2021,144.39,91082,143.75,144.61,142.83
01/29/2021,140.84,28929,141.48,141.91,140.16
01/28/2021,143.18,97039,141.63,143.58,141.56
01/27/2021,143.67,57313,144.11,145.265,143.2882
01/26/2021,147.63,44366,147.81,147.81,146.85
01/25/2021,149.20,78323,150.01,150.5823,148.032
01/22/2021,146.15,36002,144.85,146.73,144.60
01/21/2021,146.35,68469,146.01,146.38,145.01
01/20/2021,146.36,338196,146.16,146.6862,145.54
01/19/2021,142.25,236108,142.27,142.685,141.83
01/15/2021,137.91,63158,138.46,138.61,137.42
01/14/2021,138.10,75420,139.12,139.26,137.93
01/13/2021,137.63,114814,136.78,138.38,135.84
01/12/2021,136.48,66986,136.59,137.0366,136.34
01/11/2021,134.78,76202,135.25,135.635,134.62
01/08/2021,137.55,87291,135.04,137.63,134.865
01/07/2021,133.89,261131,133.66,133.92,132.375
01/06/2021,132.93,57869,134.46,135.326,132.3382
01/05/2021,135.00,61156,132.99,135.00,132.59
01/04/2021,131.01,45217,131.95,132.5691,130.55
12/31/2020,130.21,37563,131.00,131.00,129.45
12/30/2020,129.92,56779,129.70,130.38,129.25
12/29/2020,127.30,44978,126.36,127.5499,126.36
12/28/2020,125.02,65048,125.10,125.60,124.571
12/24/2020,125.34,116030,126.12,126.31,124.22
12/23/2020,128.45,40374,128.50,128.52,127.94
12/22/2020,127.42,45386,127.97,128.00,127.30
12/21/2020,128.49,68771,127.57,128.965,127.1219
12/18/2020,130.13,86691,129.85,130.13,129.45
12/17/2020,129.78,27916,130.00,130.00,129.25
12/16/2020,128.47,199917,128.00,128.82,128.00
12/15/2020,127.55,27953,127.37,127.67,126.70
12/14/2020,126.95,32802,127.63,127.90,126.81
12/11/2020,127.37,41939,127.74,128.165,127.2764
12/10/2020,128.78,94865,127.22,128.89,126.91
12/09/2020,127.21,155001,128.85,128.85,126.81
12/08/2020,129.40,39860,128.98,129.40,128.46
12/07/2020,129.08,217527,128.50,129.21,128.50
12/04/2020,129.55,39221,129.99,130.00,128.98
12/03/2020,129.16,33379,129.02,129.86,129.01
12/02/2020,128.20,58847,127.94,128.5705,127.43
12/01/2020,129.13,80528,129.99,129.99,128.92
11/30/2020,128.11,51068,130.07,130.16,127.93
11/27/2020,131.82,21170,131.66,132.17,131.54
11/25/2020,130.16,52312,129.56,130.19,129.23
11/24/2020,131.38,50413,131.30,131.50,130.275
11/23/2020,130.06,75803,131.24,131.24,129.795
11/20/2020,130.51,20429,129.50,130.74,129.41
11/19/2020,128.52,98950,127.53,128.77,127.40
11/18/2020,127.88,61011,128.75,128.75,127.665
11/17/2020,128.62,42101,128.47,129.00,128.11
11/16/2020,129.26,62432,129.27,130.07,128.975
11/13/2020,128.86,58168,129.31,129.57,128.11
11/12/2020,127.42,72518,129.02,129.66,127.20
11/11/2020,127.57,49599,125.69,127.76,125.3585
11/10/2020,127.21,443081,129.20,129.20,126.47
11/09/2020,131.24,112575,135.46,135.46,131.03
11/06/2020,131.81,127471,130.93,132.26,130.52
11/05/2020,131.58,320203,131.99,132.27,130.21
11/04/2020,129.85,50420,127.15,130.08,127.14
11/03/2020,124.46,87000,124.27,125.15,123.52
11/02/2020,125.63,218073,126.00,126.00,124.85
10/30/2020,123.96,39483,124.68,124.775,123.43
10/29/2020,125.97,26543,125.30,126.5269,125.03
10/28/2020,123.49,30904,124.40,124.40,123.19
10/27/2020,125.68,65910,124.27,125.9394,124.27
10/26/2020,123.87,39767,123.88,124.84,123.00
10/23/2020,125.12,29165,124.68,125.19,124.01
10/22/2020,125.07,33716,125.70,125.92,124.54
10/21/2020,125.35,280550,125.81,126.38,125.3489
10/20/2020,125.27,27410,124.80,125.7941,124.80
10/19/2020,123.81,35972,124.68,125.3169,123.66
10/16/2020,124.72,23304,124.58,125.11,124.19
10/15/2020,123.23,23764,122.40,123.41,122.19
10/14/2020,124.21,40344,125.34,125.4963,124.11
10/13/2020,125.45,49626,125.20,125.80,124.66
10/12/2020,125.40,53510,124.92,125.625,124.58
10/09/2020,122.89,35525,122.00,123.06,121.975
10/08/2020,122.05,24632,121.59,122.26,121.50
10/07/2020,121.4632,21617,121.36,121.7189,120.86
10/06/2020,120.14,26126,119.95,121.125,119.89
10/05/2020,119.39,538388,118.70,119.39,118.65
10/02/2020,118.51,22622,118.15,119.41,118.15
10/01/2020,120.01,21339,120.08,120.08,119.3193
09/30/2020,118.82,27522,117.50,118.99,117.50
09/29/2020,116.22,16667,116.10,116.45,115.9268
09/28/2020,116.26,17087,116.18,116.39,115.76
09/25/2020,114.86,25316,114.12,114.89,113.53
09/24/2020,115.40,22693,114.98,115.89,114.42
09/23/2020,116.63,45226,117.43,117.61,116.47
09/22/2020,117.62,43071,118.03,118.03,116.715
09/21/2020,118.20,59230,117.05,118.37,116.30
09/18/2020,118.83,69625,119.68,119.68,118.5045
09/17/2020,119.06,139689,118.25,119.49,117.945
09/16/2020,119.55,60163,120.25,120.41,119.49
09/15/2020,119.86,56699,120.27,120.27,119.62
09/14/2020,118.37,28422,118.35,118.65,118.045
09/11/2020,116.81,15951,117.18,117.65,116.27
09/10/2020,115.37,76990,117.36,117.5718,115.27
09/09/2020,117.80,446117,117.21,118.015,116.87
09/08/2020,116.56,69339,116.52,117.51,116.03
09/04/2020,119.77,544776,120.15,120.77,117.89
09/03/2020,120.46,45879,121.94,121.94,119.565
09/02/2020,123.7664,52246,124.38,124.38,122.67
09/01/2020,124.10,64421,122.69,124.12,122.42
08/31/2020,121.62,30627,122.12,122.12,120.9205
08/28/2020,123.82,58065,123.15,123.96,122.64
08/27/2020,122.31,28646,123.62,123.62,121.90
08/26/2020,123.00,25648,122.61,123.12,122.21
08/25/2020,122.90,69528,121.46,122.95,121.17
08/24/2020,121.19,35348,121.61,121.88,120.895
08/21/2020,119.76,46106,118.25,119.82,118.205
08/20/2020,118.62,10854,117.40,118.62,117.36
08/19/2020,118.265,32373,118.96,118.96,118.01
08/18/2020,119.43,52979,119.33,119.85,118.87
08/17/2020,119.00,339029,118.02,119.19,117.565
08/14/2020,116.56,45351,116.70,116.74,116.165
08/13/2020,116.48,29144,116.98,116.98,116.16
08/12/2020,117.495,331256,116.50,117.66,116.2699
08/11/2020,115.74,47092,116.73,116.87,115.59
08/10/2020,116.13,50630,116.31,116.455,115.3885
08/07/2020,116.50,49569,117.14,117.57,115.72
08/06/2020,120.38,62592,119.83,120.46,119.11
08/05/2020,120.01,43048,119.98,120.4162,119.92
08/04/2020,119.06,343154,118.13,119.19,117.9201
08/03/2020,117.31,68277,116.90,117.73,116.90
07/31/2020,114.98,40025,115.47,115.47,114.03
07/30/2020,115.03,19342,114.87,115.40,114.23
07/29/2020,115.95,13581,115.47,116.11,115.45
07/28/2020,113.73,11203,114.56,114.56,113.70
07/27/2020,114.11,29137,113.30,114.39,113.03
07/24/2020,113.91,41250,112.98,113.91,112.3103
07/23/2020,115.6912,28709,116.61,117.09,115.45
07/22/2020,116.01,449198,116.61,116.61,115.185
07/21/2020,117.35,32334,118.40,118.579,117.211
07/20/2020,116.71,28684,115.88,116.78,115.58
07/17/2020,114.29,27038,114.22,114.35,113.74
07/16/2020,113.47,39030,112.72,113.72,112.38
07/15/2020,117.14,252582,117.62,117.9236,116.68
07/14/2020,117.30,298188,116.66,117.64,115.745
07/13/2020,118.35,58356,120.39,121.23,118.22
07/10/2020,119.44,53280,119.55,119.8208,118.71
07/09/2020,120.53,33455,121.89,122.04,119.745
07/08/2020,120.09,52912,117.53,120.20,117.53
07/07/2020,115.37,310463,115.45,116.14,115.19
07/06/2020,117.50,56820,115.87,117.50,115.65
07/02/2020,109.21,84494,108.91,109.61,108.7125
07/01/2020,105.84,44655,105.73,106.48,105.5423
06/30/2020,104.92,40541,105.33,105.36,104.54
06/29/2020,105.00,14354,104.74,105.14,104.12
06/26/2020,104.9966,19758,105.65,105.80,104.42
06/25/2020,105.61,43843,105.18,105.64,104.902
06/24/2020,105.88,63419,106.39,106.77,105.02
06/23/2020,106.92,21216,106.90,107.41,106.82
06/22/2020,105.69,26992,104.94,105.69,104.715
06/19/2020,104.82,181947,106.33,106.34,104.53
06/18/2020,104.97,140949,104.63,105.37,104.63
06/17/2020,104.43,49663,104.17,104.74,103.81
06/16/2020,103.41,58845,104.87,104.94,102.96
06/15/2020,102.24,20053,100.99,102.72,100.75
06/12/2020,102.66,30335,103.02,103.07,101.4544
06/11/2020,101.13,38276,102.30,102.8999,100.85
06/10/2020,104.73,98405,104.19,105.16,103.852
06/09/2020,103.58,184301,102.75,103.67,102.67
06/08/2020,103.61,20665,103.25,103.72,102.70
06/05/2020,103.97,38801,103.68,104.30,103.59
06/04/2020,101.91,22855,102.13,102.6489,101.52
06/03/2020,103.16,46391,102.41,103.31,102.22
06/02/2020,101.72,79914,100.57,101.99,100.5083
06/01/2020,99.81,57463,98.64,99.86,98.61
05/29/2020,97.92,82245,96.39,97.92,95.78
05/28/2020,95.24,84744,96.09,96.41,95.105
05/27/2020,95.81,99687,96.68,96.68,95.11
05/26/2020,96.74,92594,97.58,97.94,96.54
05/22/2020,94.91,165279,95.75,95.86,94.60
05/21/2020,98.06,58216,98.29,98.69,97.671
05/20/2020,100.61,57643,101.35,101.61,99.80
05/19/2020,99.72,25757,100.16,100.75,99.66
05/18/2020,100.30,31201,99.08,100.55,98.54
05/15/2020,96.57,45038,95.97,96.78,95.97
05/14/2020,97.57,36151,95.97,97.62,95.5932
05/13/2020,97.64,29882,98.64,98.91,97.00
05/12/2020,97.32,43070,98.31,98.88,97.27
05/11/2020,97.93,24688,97.56,98.219,97.56
